BUSINESS DATE,VOLUME
2/20/2020,3033.47735
2/21/2020,4705.348231
2/24/2020,4646.415548
2/25/2020,4037.397924
2/26/2020,4877.926765
2/27/2020,5701.480252
2/28/2020,6345.186772
3/2/2020,5141.940212
3/3/2020,9213.383314
3/4/2020,4409.378635
3/5/2020,3419.070236
3/6/2020,5254.706349
3/9/2020,3692.89711
3/10/2020,3840.032961
3/11/2020,4916.659282
3/12/2020,5118.880695
3/13/2020,6221.583341
3/16/2020,7214.043365
3/17/2020,4171.015055
3/18/2020,7563.780316
3/19/2020,4192.938751
3/20/2020,3668.725506
3/23/2020,9982.29626
3/24/2020,-1180.539746
3/25/2020,2531.473417
3/26/2020,2670.085276
3/27/2020,2278.905859
3/30/2020,1533.405889
3/31/2020,1963.887388
4/1/2020,1000
4/2/2020,1000
4/3/2020,1000
4/6/2020,1000
4/7/2020,1000
4/8/2020,1000
4/9/2020,1000
4/10/2020,1000
4/13/2020,1000
4/14/2020,1000
4/15/2020,1000
4/16/2020,1000
4/17/2020,1000
4/20/2020,1000
4/21/2020,1000
4/22/2020,1000
4/23/2020,1000
4/24/2020,1000
4/27/2020,1000
4/28/2020,1000
4/29/2020,1000
4/30/2020,1000
5/1/2020,1000
5/4/2020,1000
5/5/2020,1000
5/6/2020,1000
5/7/2020,1000
5/8/2020,1000
5/11/2020,1000
5/12/2020,1000
5/13/2020,1000
5/14/2020,1000
5/15/2020,1000
5/18/2020,1000
5/19/2020,1000
5/20/2020,1000
5/21/2020,1000
5/22/2020,1000
5/25/2020,1000
5/26/2020,1000
5/27/2020,1000
5/28/2020,1000
5/29/2020,1000
6/1/2020,2026.287899
6/2/2020,2478.934503
6/3/2020,3141.220618
6/4/2020,3509.344992
6/5/2020,4667.272438
6/8/2020,2548.063373
6/9/2020,4948.491816
6/10/2020,2279.764411
6/11/2020,3096.049589
6/12/2020,3958.163889
6/15/2020,6297.814721
6/16/2020,4001.463825
6/17/2020,4976.05974
6/18/2020,3297.404659
6/19/2020,3954.755997
6/22/2020,2124.120589
6/23/2020,1919.373848
6/24/2020,2127.454903
6/25/2020,2169.039004
6/26/2020,1753.632854
6/29/2020,2757.378773
6/30/2020,2543.572333
7/1/2020,2375.977125
7/2/2020,2336.588328
7/3/2020,1311.872306
7/6/2020,1791.726839
7/7/2020,1737.891746
7/8/2020,2346.013204
7/9/2020,3333.443149
7/10/2020,2133.613849
7/13/2020,4066.640355
7/14/2020,2393.7659
7/15/2020,2423.315014
7/16/2020,2336.430958
7/17/2020,3393.3935
7/20/2020,3238.597904
7/21/2020,2303.289066
7/22/2020,1916.588429
7/23/2020,2191.563518
7/24/2020,2287.569069
7/27/2020,3247.172372
7/28/2020,2146.534706
7/29/2020,2283.843863
7/30/2020,2694.888503
7/31/2020,2771.80859
8/3/2020,1921.368668
8/4/2020,4022.593728
8/5/2020,2089.411485
8/6/2020,2410.157274
8/7/2020,2273.176992
8/10/2020,1890.60827
8/11/2020,2796.263181
8/12/2020,2686.762716
8/13/2020,2385.098839
8/14/2020,2200.762721
8/17/2020,3903.357998
8/18/2020,2325.103456
8/19/2020,2702.431702
8/20/2020,2932.584289
8/21/2020,3065.802798
8/24/2020,1877.143973
8/25/2020,2449.418099
8/26/2020,2450.350797
8/27/2020,2202.334231
8/28/2020,2218.328377
8/31/2020,1690.261191
9/1/2020,2679.900049
9/2/2020,2756.884387
9/3/2020,3484.301128
9/4/2020,3193.925103
9/7/2020,1241.357114
9/8/2020,4031.184958
9/9/2020,6243.44708
9/10/2020,2770.829887
9/11/2020,2988.295859
9/14/2020,2710.823725
9/15/2020,2534.714145
9/16/2020,2894.580218
9/17/2020,5217.289785
9/18/2020,3986.439578
9/21/2020,8188.789834
9/22/2020,3046.123594
9/23/2020,2545.097727
9/24/2020,2938.499482
9/25/2020,2682.431109
9/28/2020,2654.848498
9/29/2020,2032.892821
9/30/2020,2851.722005
10/1/2020,2580.273567
10/2/2020,2110.210885
10/5/2020,1956.482149
10/6/2020,3959.755932
10/7/2020,2302.760339
10/8/2020,2405.845068
10/9/2020,2098.642016
10/12/2020,1261.38393
10/13/2020,2366.700761
10/14/2020,2102.608627
10/15/2020,3609.134781
10/16/2020,3475.449872
10/19/2020,8161.183075
10/20/2020,2560.240237
10/21/2020,2440.564834
10/22/2020,3150.133492
10/23/2020,2296.331721
10/26/2020,3301.820811
10/27/2020,3412.067227
10/28/2020,4479.615399
10/29/2020,4460.708617
10/30/2020,4463.511674
11/2/2020,2210.132546
11/3/2020,4530.854106
11/4/2020,3822.974404
11/5/2020,3162.087604
11/6/2020,4180.135709
11/9/2020,5389.942065
11/10/2020,4993.471682
11/11/2020,5088.204701
11/12/2020,4602.778058
11/13/2020,3397.721368
11/16/2020,9552.616981
11/17/2020,3992.671633
11/18/2020,4952.858138
11/19/2020,5113.630294
11/20/2020,3011.214548
11/23/2020,4481.462186
11/24/2020,4024.551024
11/25/2020,3946.682571
11/26/2020,3013.808951
11/27/2020,3520.232596
11/30/2020,3977.392655
12/1/2020,3648.083426
12/2/2020,4580.28796
12/3/2020,4967.194546
12/4/2020,4141.17434
12/7/2020,4406.830322
12/8/2020,3608.968516
12/9/2020,3068.819725
12/10/2020,4132.6559
12/11/2020,5124.076259
12/14/2020,3932.29418
12/15/2020,4468.568475
12/16/2020,4625.375284
12/17/2020,3357.712823
12/18/2020,3631.676353
12/21/2020,9875.558789
12/22/2020,2624.351154
12/23/2020,2483.609209
12/24/2020,936.5694467
12/28/2020,1863.211674
12/29/2020,2004.063023
12/30/2020,1821.947672
12/31/2020,700.4091531
1/4/2021,2859.665083
1/5/2021,3361.869353
1/6/2021,3782.386112
1/7/2021,3072.280416
1/8/2021,3044.289922
1/11/2021,3131.614865
1/12/2021,3798.679537
1/13/2021,3503.584028
1/14/2021,3139.875306
1/15/2021,4558.013979
1/18/2021,8820.536954
1/19/2021,3403.073238
1/20/2021,2618.840685
1/21/2021,3403.294158
1/22/2021,2697.891696
1/25/2021,2118.406548
1/26/2021,3248.830367
1/27/2021,5257.618916
1/28/2021,4318.488684
1/29/2021,3120.966709
2/1/2021,2797.877984
2/2/2021,3112.208521
2/3/2021,2786.778535
2/4/2021,3647.915775
2/5/2021,3688.975752
2/8/2021,2430.570485
2/9/2021,2457.683556
2/10/2021,3190.066116
2/11/2021,2427.720356
2/12/2021,3232.310708
2/15/2021,1950.728704
2/16/2021,3023.560878
