iter	RMSE
335	316.4193915
336	315.0716392
337	313.5238319
338	311.7196508
339	311.1251048
340	310.1073073
341	309.0325882
342	308.1293178
343	306.8497148
344	305.7291765
345	305.3555764
346	304.3635913
347	304.0040233
348	302.8217364
349	301.6926547
350	300.7374842
351	300.1881574
352	299.6018572
353	298.6499449
354	298.2264691
355	296.7321752
356	296.050785
357	294.4182714
358	293.4815563
359	292.3655385
360	291.8735407
361	291.2293329
362	290.706636
363	289.4749867
364	288.0360288
365	286.9494987
366	286.1669358
367	285.6993773
368	285.0408772
369	284.6088156
370	283.8604797
371	282.5312354
372	281.7413658
373	280.9264151
374	280.0542701
375	279.3830328
376	278.9686944
377	278.5652626
378	278.1724184
379	277.1749184
380	276.6331845
381	275.3271464
382	274.4296766
383	273.4266651
384	272.3354491
385	271.8611252
386	271.3268856
387	270.4285398
388	269.6366698
389	268.4666661
390	268.0432147
391	267.6767859
392	266.9907174
393	265.9577613
394	264.9350943
395	264.5742924
396	263.921064
397	263.1847891
398	262.8041008
399	262.070147
400	260.6804238
401	259.5064585
402	258.616134
403	257.7097512
404	256.4036341
405	255.9345969
406	255.6037738
407	254.6568399
408	254.1896639
409	253.7949837
410	252.6529314
411	251.5654721
412	250.438075
413	250.0542034
414	249.5848377
415	249.2060186
416	248.2909282
417	247.9254759
418	247.3106646
419	246.062432
420	245.1691438
421	244.3739926
422	243.666508
423	242.4285363
424	241.4790396
425	240.7926999
426	240.2173881
427	239.8719073
428	239.3390043
429	239.0433755
430	238.2520019
431	237.9183274
432	237.7378337
433	236.584344
434	235.9998168
435	235.1756794
436	234.9417976
437	234.3281816
438	233.7179912
439	233.0730826
440	232.7948075
441	231.9219864
442	231.2266136
443	231.0358335
444	230.7528812
445	230.3070314
446	229.3690856
447	228.7928624
448	228.332955
449	227.2439668
450	226.4837058
451	225.871566
452	225.2299313
453	224.9733831
454	224.1660875
455	223.4163771
456	222.6586256
457	222.1227069
458	221.3810067
459	221.2412012
460	220.5265119
461	220.0561698
462	219.8103587
463	218.8701314
464	218.155047
465	217.5325372
466	217.2417458
467	216.6886821
468	216.4330599
469	215.7694437
470	215.5346683
471	214.9952311
472	214.44183
473	213.9378784
474	213.5348896
475	212.8882674
476	212.1432142
477	211.747806
478	211.2377646
479	210.7902324
480	210.3950494
481	209.5908771
482	208.8173827
483	208.4895058
484	207.9294557
485	207.295644
486	206.3275291
487	206.0782397
488	205.2828153
489	204.9033603
490	204.6709514
491	203.981561
492	203.3627634
493	203.1295859
494	202.6579722
495	202.1492711
496	201.9386513
497	201.1103547
498	200.451617
499	199.976474
500	199.5973899
501	199.1549124
502	198.9264052
503	198.4035386
504	197.7767216
505	197.2297401
506	196.8163097
507	196.2871812
508	195.9289651
509	195.7408176
510	195.4001989
511	195.2898575
512	194.9432538
513	194.6621915
514	194.3289666
515	193.5707342
516	193.3759028
517	193.0089496
518	192.5886933
519	191.9676278
520	191.2703932
521	190.5862444
522	190.0586571
523	189.889179
524	189.4240115
525	188.9287797
526	188.7273144
527	188.5435545
528	188.2769198
529	187.6916487
530	187.300506
531	186.7916747
532	186.3915508
533	186.1157195
534	185.8733689
535	185.514572
536	185.0597049
537	184.7425426
538	184.3003337
539	183.84966
540	183.1560608
541	182.8762106
542	182.5392488
543	181.8973904
544	181.2895466
545	181.125685
546	180.932562
547	180.3636884
548	180.0363558
549	179.2804326
550	178.6892868
551	178.3018629
552	177.9218457
553	177.3686332
554	176.8559394
555	176.4648014
556	176.0575551
557	175.787367
558	175.3708291
559	174.9800131
560	174.6766041
561	174.3939342
562	174.204602
563	173.8723939
564	173.0386115
565	172.7356298
566	172.3374173
567	171.9985086
568	171.4840471
569	170.8838173
570	170.3678043
571	170.2042972
572	169.7822598
573	169.5629318
574	169.1400786
575	168.8595607
576	168.4728216
577	168.3521213
578	168.0006193
579	167.8725309
580	167.6278211
581	167.5118068
582	167.0398818
583	166.6709535
584	166.5340884
585	166.0309954
586	165.3575138
587	165.1309016
588	164.8374621
589	164.4698917
590	164.2089747
591	164.0976189
592	163.4987895
593	163.0310318
594	162.6289755
595	162.4735196
596	161.9345739
597	161.4183708
598	161.0456449
599	160.4833771
600	160.2006185
601	160.0957579
602	159.7874085
603	159.4988028
604	159.074192
605	158.6831077
606	158.1716955
607	158.0206876
608	157.7613809
609	157.6407261
610	157.5627228
611	157.1808193
612	156.9100604
613	156.6523376
614	156.2590253
615	155.9771045
616	155.6196061
617	155.2511593
618	154.8690805
619	154.5741911
620	154.433718
621	154.1753602
622	153.7745956
623	153.4575959
624	153.048828
625	152.7855299
626	152.5658214
627	152.0627331
628	151.7708054
629	151.5450873
630	151.2399748
631	150.9222199
632	150.7845273
633	150.2403116
634	149.8582409
635	149.4626953
636	149.072476
637	148.9725213
638	148.7317544
639	148.1436628
640	148.0317068
641	147.5620712
642	147.0591146
643	146.9131464
644	146.4438505
645	146.2271713
646	145.8786721
647	145.6336455
648	145.2926581
649	144.9702951
650	144.5443513
651	144.4244836
652	143.9300946
653	143.8501276
654	143.7494585
655	143.1653615
656	142.9916629
657	142.6718357
658	142.3744117
659	142.0711163
660	141.7770924
661	141.6323984
662	141.0803567
663	140.8401802
664	140.3817112
665	140.0037044
666	139.7902644
667	139.6897315
668	139.2033426
669	138.894548
670	138.5629352
671	138.2067826
672	137.9936983
673	137.735716
674	137.5124159
675	137.0934293
676	136.5587248
677	136.3225942
678	136.1236992
679	135.9222306
680	135.5737551
681	135.4373665
682	135.1018627
683	134.8254598
684	134.6222753
685	134.3236771
686	134.1551894
687	133.8007652
688	133.5645582
689	133.3609069
690	133.2752681
691	133.0603794
692	132.7706807
693	132.5915007
694	132.1147391
695	131.9170531
696	131.4296672
697	131.1035101
698	130.8269675
699	130.627619
700	130.3330044
701	130.1072251
702	129.7891782
703	129.7027662
704	129.5270429
705	129.113455
706	128.810467
707	128.3761879
708	128.0524988
709	127.7684719
710	127.6026306
711	127.4547324
712	127.2406367
713	126.8880494
714	126.6344322
715	126.3074142
716	126.0903003
717	125.9123104
718	125.6124744
719	125.3164136
720	124.986256
721	124.7475439
722	124.3367152
723	124.0625437
724	123.9150377
725	123.6772267
726	123.4276462
727	123.0981618
728	122.8065353
729	122.4034843
730	122.1877669
731	122.1022139
732	121.9356727
733	121.7786755
734	121.3984713
735	121.0019496
736	120.8334702
737	120.6112193
738	120.4459833
739	120.2444018
740	120.1204501
741	120.0573359
742	119.8548598
743	119.6417194
744	119.5316246
745	119.2650252
746	118.9395772
747	118.8747246
748	118.8067164
749	118.6052738
750	118.4027603
751	118.3266031
752	118.2056043
753	117.9735551
754	117.7033538
755	117.3395804
756	117.257476
757	117.0225453
758	116.6649419
759	116.3185307
760	116.1794461
761	115.9927476
762	115.7629614
763	115.580548
764	115.4413162
765	115.2391019
766	115.054094
767	114.7091877
768	114.5271425
769	114.0944331
770	113.9297437
771	113.8753174
772	113.5966893
773	113.5039413
774	113.2636638
775	113.0059833
776	112.7866246
777	112.5230582
778	112.4236814
779	112.1555992
780	112.0664725
781	112.0108667
782	111.8472892
783	111.6376332
784	111.2569342
785	111.1912237
786	110.9378116
787	110.7405035
788	110.4819875
789	110.3611921
790	110.1933748
791	110.0430492
792	109.7821932
793	109.5800735
794	109.2355683
795	109.0157898
796	108.8205062
797	108.7609045
798	108.5764885
799	108.3728715
800	108.112475
801	107.9001384
802	107.8602744
803	107.6729368
804	107.5612496
805	107.3773214
806	107.0307896
807	106.7950493
808	106.5842905
809	106.2667901
810	106.079036
811	105.8742047
812	105.5674441
813	105.3010819
814	105.2175773
815	104.9255815
816	104.6829877
817	104.5775054
818	104.3554502
819	104.1105622
820	104.0130373
821	103.8178635
822	103.5004965
823	103.3912279
824	103.1081702
825	102.8877078
826	102.7260821
827	102.5629598
828	102.4681514
829	102.2422106
830	102.0004878
831	101.8610972
832	101.6803436
833	101.4443261
834	101.2835434
835	101.0193772
836	100.8319737
837	100.7148077
838	100.6152246
839	100.3851695
840	100.317591
841	100.191367
842	100.0736353
843	99.91884627
844	99.75909745
845	99.54425799
846	99.31849411
847	99.05780667
848	98.87656267
849	98.84327739
850	98.79382693
851	98.7619842
852	98.64476681
853	98.46131568
854	98.25267701
855	98.11300211
856	98.05950951
857	97.87487502
858	97.78113543
859	97.65946499
860	97.38281029
861	97.18723046
862	97.03139548
863	96.89549737
864	96.78081736
865	96.54539853
866	96.38639864
867	96.0802063
868	95.89392175
869	95.78120192
870	95.55947776
871	95.33190839
872	95.2244979
873	94.93196478
874	94.7916181
875	94.5906908
876	94.50170162
877	94.44892947
878	94.27255134
879	94.01064773
880	93.80360702
881	93.7189863
882	93.52538543
883	93.24735117
884	93.1485239
885	93.0949235
886	92.98012338
887	92.84583081
888	92.63997286
889	92.45874453
890	92.31979068
891	92.10916773
892	91.9012213
893	91.75360331
894	91.61996368
895	91.44695136
896	91.28263283
897	91.14455835
898	90.97137655
899	90.83935397
900	90.71013772
901	90.57907467
902	90.43388937
903	90.32570447
904	90.238241
905	90.05330396
906	90.02075483
907	89.77577873
908	89.65991689
909	89.41423352
910	89.30093973
911	89.26352578
912	89.02351929
913	88.79083736
914	88.60412468
915	88.50499794
916	88.29748584
917	88.22112578
918	87.93548725
919	87.86378132
920	87.62610412
921	87.50658758
922	87.38449231
923	87.15824178
924	86.93979792
925	86.83242318
926	86.75026205
927	86.67788481
928	86.51359613
929	86.43644597
930	86.24206863
931	86.15971
932	86.04435649
933	85.82964665
934	85.60109706
935	85.52240408
936	85.35037503
937	85.24010184
938	85.16380149
939	85.05615642
940	84.96642325
941	84.76422751
942	84.69521875
943	84.54892673
944	84.3442417
945	84.21760725
946	83.99967649
947	83.79916695
948	83.70403903
949	83.51301401
950	83.40812276
951	83.30046758
952	83.27482571
953	83.23373435
954	83.01282591
955	82.91542375
956	82.75793423
957	82.62360339
958	82.49038238
959	82.3543004
960	82.24838445
961	82.13762837
962	82.04500785
963	81.86921015
964	81.71937203
965	81.61695034
966	81.44054394
967	81.2900873
968	81.13436709
969	80.97832867
970	80.75775694
971	80.5772105
972	80.38365834
973	80.28213543
974	80.20879623
975	80.09997377
976	80.00624799
977	79.90000259
978	79.71818405
979	79.673275
980	79.54351203
981	79.36325008
982	79.32042845
983	79.16746073
984	78.97256625
985	78.87864692
986	78.78258903
987	78.66980493
988	78.60129894
989	78.43377507
990	78.33961793
991	78.12422522
992	77.96161993
993	77.85024585
994	77.78148896
995	77.68467746
996	77.55220304
997	77.53683957
998	77.38521775
999	77.29896458
